filename,class,xmin,ymin,xmax,ymax,z_true
006531.txt,Car,643.96,186.42,684.71,220.68,34.77
006532.txt,Car,1044.67,160.49,1241.0,374.0,6.31
006532.txt,Van,682.08,127.95,823.37,255.44,16.37
006532.txt,Car,70.57,180.83,373.65,275.35,12.31
006532.txt,Car,252.11,163.61,458.92,245.2,17.36
006532.txt,Van,644.67,148.25,702.3,209.65,33.79
006532.txt,Car,413.37,174.07,494.56,210.63,32.56
006532.txt,Car,432.1,173.33,522.21,209.5,35.24
006532.txt,Van,482.89,157.25,562.25,196.09,55.23
006533.txt,Car,588.26,175.42,614.37,201.22,48.44
006533.txt,Car,316.14,180.42,402.42,232.12,25.56
006533.txt,Van,331.05,170.92,394.8,216.29,36.41
006533.txt,Van,470.31,168.95,502.32,199.29,58.84
006534.txt,Car,0.0,209.84,131.38,374.0,3.58
006534.txt,Pedestrian,863.32,144.99,900.99,260.82,12.7
006534.txt,Car,424.03,183.68,523.08,237.12,21.88
006534.txt,Car,701.39,176.87,764.05,227.51,23.7
006534.txt,Car,649.18,170.29,683.52,191.53,62.25
006535.txt,Car,1046.19,223.38,1241.0,374.0,1.86
006535.txt,Van,694.99,98.17,912.9,298.23,12.67
006535.txt,Car,35.69,181.16,302.0,289.66,11.47
006535.txt,Car,150.1,174.44,398.25,267.92,14.15
006535.txt,Car,212.48,179.99,431.66,253.19,16.45
006535.txt,Car,331.46,183.07,485.14,237.19,22.12
006535.txt,Car,416.34,182.83,523.89,219.62,31.38
006535.txt,Van,403.33,153.37,534.84,217.05,34.04
006535.txt,Car,650.35,182.97,699.29,220.22,30.05
006536.txt,Pedestrian,289.72,172.11,329.24,274.08,12.58
006536.txt,Truck,0.0,92.27,110.93,302.01,6.63
006536.txt,Car,979.97,167.16,1109.66,201.88,32.39
006536.txt,Car,559.21,178.0,587.62,197.45,56.24
006536.txt,Car,512.44,178.83,545.9,198.58,57.04
006536.txt,Car,576.99,176.72,600.03,194.65,62.43
006536.txt,Car,532.95,179.61,560.98,196.33,63.03
006537.txt,Misc,945.24,216.96,1017.61,269.39,13.41
006537.txt,Car,939.15,171.89,1030.28,252.09,16.76
006537.txt,Car,838.33,177.43,888.12,207.98,36.66
006538.txt,Car,220.4,194.1,385.21,287.02,12.78
006538.txt,Car,0.0,198.5,86.07,310.5,9.36
006538.txt,Car,55.79,195.61,242.05,274.78,15.01
006538.txt,Car,212.29,188.69,337.39,242.11,21.93
006538.txt,Car,657.83,176.23,689.85,203.46,38.46
006538.txt,Car,622.17,171.56,656.21,197.99,46.49
006539.txt,Pedestrian,806.13,147.68,874.47,322.96,7.19
006539.txt,Pedestrian,589.99,128.06,626.66,252.16,11.56
006539.txt,Pedestrian,636.35,143.45,679.02,249.7,11.7
006539.txt,Pedestrian,709.79,148.27,746.12,241.46,12.46
006539.txt,Cyclist,315.01,144.59,365.19,199.05,23.37
006540.txt,Car,729.43,172.52,975.61,335.73,8.82
006540.txt,Car,0.0,200.7,345.21,374.0,3.92
006540.txt,Car,652.65,177.9,703.1,219.66,25.77
006540.txt,Van,695.79,158.6,738.3,191.5,59.64
006541.txt,Misc,309.24,174.88,438.97,290.52,11.14
006541.txt,Car,640.17,169.93,693.29,212.7,29.65
006542.txt,Car,0.0,183.72,135.52,235.37,25.08
006542.txt,Car,244.83,174.86,335.99,212.93,35.87
006542.txt,Car,188.81,182.52,278.33,212.74,41.06
006542.txt,Car,413.61,173.72,493.25,200.08,48.08
006542.txt,Car,875.06,170.63,939.22,193.03,50.12
006543.txt,Car,639.45,175.45,673.86,202.71,42.18
006543.txt,Car,694.47,170.2,786.52,241.15,19.36
006543.txt,Car,781.46,186.92,978.16,308.38,10.25
006543.txt,Truck,688.62,134.67,761.83,203.15,41.58
006543.txt,Car,1002.22,183.86,1241.0,316.82,10.18
006543.txt,Car,828.13,176.1,900.09,204.7,39.29
006544.txt,Car,568.72,176.36,625.6,231.41,22.92
006544.txt,Car,645.5,177.87,669.75,198.91,51.23
006544.txt,Car,824.39,171.67,860.31,189.69,59.33
006544.txt,Car,846.45,165.83,885.73,191.07,53.68
006544.txt,Misc,877.13,155.31,909.39,191.79,49.02
006545.txt,Car,578.99,179.04,638.65,236.73,21.92
006545.txt,Tram,877.32,0.0,1241.0,359.0,6.46
006545.txt,Tram,768.99,62.63,1003.49,252.78,18.8
006545.txt,Tram,720.81,110.08,842.13,220.36,30.29
006546.txt,Car,272.03,188.65,412.26,294.65,15.0
006546.txt,Pedestrian,703.2,183.99,730.53,237.07,24.69
006547.txt,Car,0.0,187.36,289.97,278.67,13.04
006547.txt,Car,492.12,178.39,550.77,195.77,59.02
006548.txt,Car,810.91,175.38,1021.87,308.71,11.58
006548.txt,Car,529.05,196.91,616.6,270.21,17.02
006548.txt,Car,611.69,191.89,647.35,228.09,33.71
006548.txt,Car,722.11,180.62,766.64,222.68,33.31
006549.txt,Car,0.0,185.49,178.85,347.31,7.33
006549.txt,Car,0.0,186.55,323.31,314.02,9.5
006549.txt,Car,54.43,180.34,354.22,281.14,11.93
006549.txt,Car,916.04,186.8,1241.0,374.0,3.52
006549.txt,Car,694.28,188.58,793.4,256.49,17.08
006549.txt,Car,219.97,180.77,419.67,260.95,14.4
006549.txt,Van,279.82,175.23,441.06,253.41,16.74
006549.txt,Car,338.49,177.22,463.15,234.93,21.66
006549.txt,Car,740.78,187.09,871.05,229.48,24.3
006549.txt,Car,398.17,160.17,502.76,214.7,30.78
006549.txt,Van,635.46,161.89,674.57,202.7,44.67
006549.txt,Car,449.12,179.28,530.79,206.71,40.45
006549.txt,Car,473.92,172.42,545.97,202.35,45.56
006549.txt,Van,626.27,164.23,653.36,196.08,62.08
006550.txt,Car,61.39,197.26,440.31,374.0,7.01
006550.txt,Car,530.55,189.37,570.75,221.08,35.95
006551.txt,Car,585.63,176.58,602.22,189.73,71.7
006551.txt,Car,0.0,194.81,147.15,327.56,9.02
006551.txt,Car,492.0,177.46,522.01,199.07,54.96
006552.txt,Pedestrian,209.23,145.1,290.23,329.7,7.35
006552.txt,Pedestrian,918.4,151.02,987.73,369.0,5.64
006552.txt,Pedestrian,1091.49,120.34,1156.15,369.0,5.81
006552.txt,Pedestrian,1032.82,147.57,1104.49,369.0,4.42
006553.txt,Misc,1011.34,212.02,1088.24,258.0,14.87
006553.txt,Car,1023.28,176.49,1120.47,251.89,17.75
006553.txt,Car,943.33,177.6,999.2,208.07,36.86
006554.txt,Car,707.23,168.35,729.04,185.77,60.87
006554.txt,Truck,0.0,108.07,216.74,237.06,21.24
006555.txt,Car,587.39,179.22,603.57,192.05,73.49
006555.txt,Car,510.56,179.6,534.15,196.97,65.28
006556.txt,Truck,52.73,0.0,371.89,374.0,5.28
006556.txt,Car,634.49,174.28,761.58,288.51,10.9
006556.txt,Pedestrian,611.97,163.16,649.3,276.62,10.99
006556.txt,Car,252.39,173.92,391.24,236.11,19.46
006557.txt,Car,647.64,179.1,690.67,212.9,31.42
006557.txt,Car,702.39,178.67,805.93,248.61,17.65
006557.txt,Car,1008.44,164.59,1241.0,374.0,3.22
006557.txt,Car,697.86,175.05,734.97,199.3,45.32
006557.txt,Truck,778.58,87.55,983.74,242.6,20.57
006557.txt,Car,962.66,178.42,1056.05,212.32,33.42
006558.txt,Car,845.14,199.49,1241.0,374.0,2.79
006558.txt,Car,296.15,182.43,622.15,368.11,8.43
006559.txt,Car,584.18,176.5,643.19,224.47,22.48
006559.txt,Car,201.15,185.94,404.41,277.27,13.4
006559.txt,Car,294.18,185.72,451.27,254.07,16.36
006559.txt,Car,379.69,176.84,476.36,224.67,24.21
006559.txt,Car,491.77,183.72,563.48,229.75,21.96
006559.txt,Car,450.74,177.51,522.78,208.22,33.93
006559.txt,Van,721.49,85.68,1020.89,329.59,9.96
006559.txt,Car,682.89,175.83,782.44,244.05,17.62
006559.txt,Car,667.54,179.14,739.01,226.34,22.49
006559.txt,Car,660.95,170.51,710.96,213.05,28.38
006559.txt,Car,634.8,176.62,663.84,199.15,46.51
006559.txt,Car,0.0,192.78,197.65,282.54,13.11
006559.txt,Van,139.0,153.8,317.73,251.37,17.96
006559.txt,Car,590.9,173.55,629.78,209.03,32.99
006559.txt,Car,0.0,185.77,135.46,239.86,19.81
006560.txt,Car,1046.86,159.98,1218.14,271.58,13.49
006560.txt,Car,797.4,176.11,871.96,232.43,20.47
006560.txt,Car,874.64,170.93,910.58,203.27,35.76
006560.txt,Car,993.58,161.13,1042.91,202.8,33.48
006561.txt,Car,590.7,178.52,617.12,204.64,47.88
006561.txt,Van,0.0,138.17,250.96,309.06,12.78
006561.txt,Car,431.61,185.41,471.0,211.03,43.85
006562.txt,Car,593.71,174.47,648.75,226.51,23.69
006562.txt,Car,1130.78,166.92,1241.0,374.0,4.28
006562.txt,Car,772.48,174.07,991.71,286.36,11.01
006562.txt,Car,745.61,172.62,912.45,254.37,14.74
006562.txt,Car,732.06,166.31,864.95,235.17,18.73
006562.txt,Van,675.63,159.37,791.64,217.62,25.61
006562.txt,Car,663.13,173.47,748.53,208.4,32.84
006562.txt,Car,648.36,172.65,704.3,195.56,50.67
006562.txt,Car,321.3,175.72,397.11,217.24,31.53
006562.txt,Van,496.87,157.86,541.26,198.32,55.74
006562.txt,Car,376.3,178.21,431.41,211.2,37.99
006562.txt,Car,418.13,182.01,460.24,205.02,44.87
006562.txt,Car,472.7,177.51,506.68,195.49,61.27
006562.txt,Car,313.98,179.76,359.4,207.98,39.27
006562.txt,Car,0.97,179.57,45.7,212.71,34.48
006563.txt,Misc,974.95,216.9,1050.08,266.16,14.2
006563.txt,Car,979.17,174.72,1073.42,251.87,17.33
006563.txt,Car,889.87,177.52,939.42,208.01,36.76
006564.txt,Car,914.89,195.29,1241.0,374.0,4.6
006564.txt,Car,268.02,180.93,402.56,234.65,21.35
006564.txt,Pedestrian,412.39,168.84,433.72,233.01,19.76
006564.txt,Cyclist,956.49,165.79,1080.28,252.58,14.0
006564.txt,Car,602.63,170.01,693.34,205.09,34.64
006564.txt,Car,825.3,168.25,926.16,197.87,37.45
006564.txt,Van,1089.67,156.86,1200.35,196.44,34.92
006564.txt,Car,532.67,175.66,603.4,204.94,38.67
006564.txt,Car,233.26,179.51,323.43,212.64,33.99
006564.txt,Car,568.49,175.26,593.55,192.18,64.4
006564.txt,Car,528.65,176.64,558.18,194.16,64.08
006565.txt,Car,562.74,176.23,580.83,192.67,75.28
006565.txt,Truck,593.09,161.59,620.65,191.44,75.81
006565.txt,Tram,0.0,100.42,412.66,280.65,21.36
006565.txt,Tram,352.21,141.11,471.19,215.79,37.31
006566.txt,Car,581.33,183.06,614.25,212.78,37.37
006567.txt,Car,0.0,183.13,234.27,374.0,3.04
006567.txt,Car,97.62,181.3,184.34,219.93,31.08
006567.txt,Car,440.52,178.76,516.24,230.43,22.66
006567.txt,Car,289.78,176.44,333.9,200.56,49.23
006567.txt,Car,323.83,175.77,367.68,197.96,54.11
006567.txt,Car,551.33,176.69,573.0,193.33,64.09
006567.txt,Car,519.52,172.6,555.83,204.96,40.95
006567.txt,Car,585.33,174.35,622.77,211.64,33.95
006568.txt,Car,885.51,163.43,1241.0,301.93,10.27
006568.txt,Car,0.0,98.45,157.81,374.0,6.62
006568.txt,Car,0.0,182.7,228.06,307.8,8.93
006568.txt,Van,667.24,138.01,771.86,236.64,20.27
006568.txt,Car,203.13,179.32,424.77,250.04,16.18
006568.txt,Car,317.45,165.87,481.83,231.81,21.24
006568.txt,Van,640.01,150.21,690.5,204.66,37.69
006568.txt,Car,431.61,173.12,503.65,205.74,36.41
006568.txt,Car,449.24,172.31,529.82,204.8,39.14
006568.txt,Van,489.84,156.49,563.78,192.72,59.14
006569.txt,Car,563.35,184.28,616.9,227.37,23.44
006569.txt,Car,507.15,180.17,550.25,212.2,33.13
006569.txt,Car,242.02,178.44,316.6,219.06,31.3
006569.txt,Car,352.36,181.9,388.27,204.26,48.15
006569.txt,Van,576.67,161.56,603.37,196.17,50.0
006570.txt,Car,449.98,181.67,500.53,222.18,27.39
006570.txt,Pedestrian,688.55,168.58,709.55,214.34,27.15
006570.txt,Car,522.61,176.02,592.06,199.97,46.87
006570.txt,Car,337.99,182.01,422.88,212.74,35.55
006570.txt,Car,30.1,180.82,159.49,240.99,21.54
006570.txt,Car,632.42,173.56,705.55,195.96,50.42
006570.txt,Truck,465.19,153.74,557.14,200.48,57.58
006571.txt,Car,518.44,164.85,740.46,374.0,7.02
006571.txt,Car,377.85,185.06,417.51,205.0,53.19
006571.txt,Van,193.9,184.78,273.28,218.13,51.3
006571.txt,Truck,714.59,126.67,923.43,216.1,28.33
006571.txt,Car,334.96,188.0,374.34,208.25,52.33
006571.txt,Car,425.02,180.66,463.59,200.66,53.68
006572.txt,Car,0.0,201.22,276.89,363.86,7.21
006572.txt,Pedestrian,344.65,171.45,369.65,236.02,21.76
006572.txt,Car,490.77,181.81,729.84,262.73,13.7
006573.txt,Pedestrian,140.54,159.15,204.88,298.96,9.14
006574.txt,Car,551.83,170.4,714.23,326.88,9.27
006574.txt,Cyclist,242.38,174.75,271.83,211.71,35.72
006574.txt,Car,462.67,174.88,489.35,191.82,65.72
006575.txt,Pedestrian,1097.84,143.39,1189.62,317.42,7.77
006576.txt,Car,682.77,163.45,822.05,259.89,15.73
006576.txt,Car,337.3,192.76,443.89,271.09,16.2
006576.txt,Car,422.22,194.51,481.8,237.57,24.54
006576.txt,Car,449.39,180.71,497.03,221.3,31.36
006577.txt,Car,578.02,182.76,611.62,209.63,36.3
006577.txt,Car,530.25,181.92,560.87,204.8,45.89
006577.txt,Van,590.21,169.28,611.54,198.51,58.74
006577.txt,Car,421.16,178.89,445.45,194.78,68.15
006578.txt,Pedestrian,955.45,133.06,1038.11,337.59,6.75
006578.txt,Pedestrian,604.0,160.19,655.67,291.82,10.3
006578.txt,Pedestrian,21.61,162.13,106.94,335.07,7.56
006578.txt,Pedestrian,368.4,157.0,427.4,316.6,8.64
006578.txt,Pedestrian,839.04,130.18,911.71,324.23,7.5
006578.txt,Cyclist,444.96,169.04,508.58,295.97,10.5
006578.txt,Person_sitting,383.7,196.65,440.72,281.68,10.91
006578.txt,Pedestrian,557.05,168.47,575.72,227.09,22.18
006578.txt,Pedestrian,585.04,165.27,603.04,221.4,22.07
006578.txt,Pedestrian,523.83,167.28,543.16,222.84,23.93
006579.txt,Pedestrian,336.98,180.99,362.65,247.76,21.05
006580.txt,Car,1076.8,176.87,1212.83,219.42,29.64
006581.txt,Car,811.54,180.99,1068.33,322.72,8.83
006581.txt,Car,771.93,170.42,906.1,262.16,14.14
006581.txt,Car,766.3,159.72,852.28,235.03,19.78
006581.txt,Van,794.51,147.53,849.76,194.76,42.29
006582.txt,Car,579.57,175.1,602.9,193.59,51.52
006582.txt,Car,552.68,172.48,573.34,189.12,62.08
006583.txt,Pedestrian,680.38,147.76,695.88,204.26,22.43
006583.txt,Pedestrian,270.26,136.28,309.93,256.48,11.73
006583.txt,Pedestrian,713.52,146.36,778.19,338.63,7.08
006583.txt,Pedestrian,807.57,132.46,870.91,328.82,7.33
006583.txt,Pedestrian,647.52,140.84,689.18,266.76,10.72
006583.txt,Pedestrian,609.23,141.17,657.23,265.75,10.87
006583.txt,Pedestrian,703.24,140.49,769.59,258.39,11.26
006583.txt,Pedestrian,775.88,145.45,811.21,256.33,11.37
006583.txt,Pedestrian,1108.35,181.36,1150.69,259.38,17.46
006583.txt,Pedestrian,480.31,142.4,519.31,265.92,10.84
006583.txt,Pedestrian,493.05,150.1,523.72,253.98,11.54
006583.txt,Pedestrian,533.39,138.21,567.73,253.58,11.84
006583.txt,Pedestrian,574.97,156.05,606.63,250.63,12.12
006583.txt,Pedestrian,566.12,142.13,612.52,242.89,12.92
006583.txt,Pedestrian,457.92,144.64,483.26,223.02,16.57
006583.txt,Pedestrian,529.8,147.24,548.8,219.41,16.9
006583.txt,Pedestrian,560.35,140.69,582.02,218.35,17.13
006583.txt,Pedestrian,602.34,142.74,638.32,216.93,17.22
006583.txt,Van,0.0,0.0,267.48,369.0,3.69
006584.txt,Car,363.31,180.35,475.8,261.1,17.43
006585.txt,Pedestrian,393.09,142.19,471.62,332.88,7.22
006586.txt,Truck,0.0,134.2,143.86,256.88,22.16
006586.txt,Car,354.65,184.12,413.49,215.3,40.54
006587.txt,Car,569.84,180.75,628.14,226.23,23.64
006587.txt,Car,156.5,180.34,392.72,303.7,10.51
006587.txt,Car,400.84,173.99,515.91,221.36,26.62
006587.txt,Misc,372.13,188.55,438.15,242.67,17.53
006587.txt,Car,727.05,185.16,871.51,273.54,13.86
006587.txt,Van,650.95,157.87,708.75,212.92,34.76
006587.txt,Car,0.0,191.07,131.13,292.92,10.63
006587.txt,Car,593.06,178.71,632.1,214.32,32.87
006588.txt,Car,927.91,161.88,1241.0,374.0,4.29
006588.txt,Car,0.0,197.84,222.43,327.23,9.5
006588.txt,Car,564.37,171.81,642.47,242.14,18.48
006588.txt,Car,777.88,170.55,903.1,249.95,16.6
006588.txt,Car,757.58,170.06,840.85,222.7,23.01
006588.txt,Car,626.99,174.61,668.98,209.57,32.04
006588.txt,Car,746.06,162.59,790.61,205.25,33.37
006589.txt,Car,596.61,177.49,659.1,228.18,21.33
006589.txt,Car,42.58,181.41,325.36,370.44,7.55
006589.txt,Car,364.86,178.83,520.29,245.1,16.98
006589.txt,Car,439.62,174.02,531.54,219.21,25.07
006589.txt,Car,459.91,173.31,550.3,212.6,28.04
006589.txt,Car,490.99,171.67,565.41,200.91,35.74
006589.txt,Van,524.77,157.89,590.76,192.07,48.92
006589.txt,Car,894.76,171.85,1241.0,374.0,6.03
006589.txt,Pedestrian,844.54,180.74,910.21,332.74,7.76
006589.txt,Car,779.18,186.0,945.56,282.12,12.78
006589.txt,Car,733.39,183.76,834.53,246.18,18.08
006589.txt,Car,708.84,167.53,789.72,226.05,23.4
006589.txt,Pedestrian,684.63,171.3,699.96,204.54,35.69
006589.txt,Car,127.3,177.86,320.3,255.72,15.14
006589.txt,Car,271.22,175.24,385.41,230.52,20.46
006589.txt,Car,607.02,170.76,643.16,203.72,35.38
006589.txt,Car,0.0,182.12,182.5,295.58,10.56
006589.txt,Car,336.74,172.01,411.08,217.62,25.01
006589.txt,Van,862.43,154.95,1005.78,209.57,35.16
006589.txt,Car,52.78,173.67,187.85,232.42,20.68
006590.txt,Car,719.68,178.57,774.16,231.22,24.55
006590.txt,Car,21.15,181.38,332.83,306.16,10.8
006590.txt,Car,470.39,180.95,558.1,225.37,25.29
006590.txt,Car,560.63,180.81,610.94,213.64,34.21
006590.txt,Car,594.71,179.62,633.45,207.27,42.39
006590.txt,Car,620.54,178.96,650.47,202.16,51.38
006591.txt,Car,567.66,175.45,611.28,211.27,31.01
006591.txt,Car,1061.93,181.69,1241.0,374.0,4.15
006591.txt,Car,487.7,169.78,531.58,199.62,36.81
006592.txt,Car,246.23,197.26,471.97,333.49,10.25
006592.txt,Van,598.36,178.57,620.7,200.91,63.51
006593.txt,Van,0.0,184.26,140.31,315.92,9.95
006593.txt,Car,309.42,189.03,390.93,235.33,27.65
006593.txt,Car,401.99,184.06,443.99,214.34,40.18
006593.txt,Truck,447.37,159.32,495.19,204.43,58.89
006593.txt,Car,585.42,180.4,603.01,194.26,68.15
006594.txt,Car,397.99,178.04,529.12,280.85,13.39
006594.txt,Car,819.99,207.78,1241.0,374.0,5.28
006594.txt,Car,712.13,181.82,862.56,300.35,11.5
006594.txt,Car,666.1,179.34,760.58,253.55,16.88
006594.txt,Car,466.5,189.49,543.73,257.26,18.77
006594.txt,Car,491.64,183.52,554.08,231.45,23.87
006594.txt,Car,653.29,177.19,719.74,228.67,23.62
006594.txt,Car,638.31,176.77,689.58,217.44,28.51
006594.txt,Car,534.4,176.8,570.54,207.32,38.99
006594.txt,Car,551.76,170.2,584.02,202.83,44.61
006594.txt,Car,565.17,172.28,595.41,199.74,50.55
006595.txt,Car,0.0,215.12,142.59,374.0,6.33
006595.txt,Car,745.32,173.39,972.74,314.08,9.74
006595.txt,Car,122.91,198.49,343.14,305.15,11.99
006595.txt,Car,342.35,179.51,445.57,249.13,20.23
006595.txt,Car,546.43,177.49,577.81,199.27,49.4
006595.txt,Car,407.45,178.1,478.19,225.51,26.74
006595.txt,Car,467.99,182.01,513.01,211.5,37.53
006595.txt,Car,638.68,173.97,661.69,193.75,59.13
006595.txt,Car,696.92,167.59,765.66,189.09,51.96
006596.txt,Car,577.45,175.88,605.72,196.02,53.12
006597.txt,Car,82.97,186.3,354.26,339.32,9.79
006597.txt,Cyclist,466.91,172.38,503.1,241.53,20.4
006597.txt,Cyclist,499.53,174.13,527.57,237.79,20.91
006597.txt,Car,420.67,182.31,495.67,228.04,26.02
006597.txt,Cyclist,528.43,174.28,545.79,212.19,34.92
006597.txt,Car,506.81,181.69,548.71,206.11,45.04
006597.txt,Car,640.77,176.66,670.77,201.3,46.76
006597.txt,Car,771.49,173.3,1172.31,374.0,6.33
006598.txt,Car,0.0,205.21,283.52,374.0,3.93
006598.txt,Car,947.47,185.76,1241.0,374.0,3.4
006598.txt,Van,139.3,135.37,432.36,351.9,9.13
006598.txt,Car,761.97,184.48,1080.83,362.55,8.22
006598.txt,Car,745.65,181.46,844.16,264.11,14.5
006598.txt,Van,0.0,131.13,302.18,248.79,17.48
006598.txt,Car,757.47,163.48,855.54,235.11,20.01
006598.txt,Van,607.77,162.52,644.49,201.19,39.49
006598.txt,Van,805.07,144.5,964.53,204.6,33.87
006598.txt,Car,477.91,178.0,519.57,206.99,39.54
006598.txt,Car,414.97,166.37,467.52,205.99,39.74
006599.txt,Truck,743.03,103.08,903.66,291.5,13.47
006599.txt,Car,565.26,172.08,598.0,197.99,44.98
006599.txt,Car,205.65,177.15,293.47,227.78,22.52
006599.txt,Car,489.25,168.27,511.25,189.4,57.99
006600.txt,Car,0.0,196.02,295.57,327.33,8.83
006600.txt,Pedestrian,319.56,170.89,338.23,234.35,22.12
006600.txt,Car,1151.51,151.38,1241.0,281.76,8.64
006600.txt,Car,308.14,183.25,524.12,253.74,15.66
006601.txt,Car,543.14,184.25,592.1,225.72,29.13
006601.txt,Car,443.44,182.85,478.66,212.42,42.3
006602.txt,Car,0.0,185.26,247.11,374.0,6.58
006602.txt,Car,768.82,189.41,971.33,321.0,9.83
006602.txt,Car,126.86,185.21,389.97,269.33,13.36
006602.txt,Car,291.52,181.04,449.09,241.01,18.86
006602.txt,Car,330.2,181.1,489.0,235.7,21.02
006602.txt,Car,352.63,179.81,491.18,229.2,23.48
006602.txt,Car,724.92,178.48,844.41,268.7,14.83
006602.txt,Car,679.04,183.35,732.38,221.89,28.29
006602.txt,Car,414.33,181.02,517.8,224.46,25.94
006602.txt,Van,435.35,175.07,524.94,220.38,28.29
006602.txt,Van,647.95,164.98,677.81,197.03,56.04
006602.txt,Car,504.81,178.28,567.13,199.42,52.21
006603.txt,Cyclist,917.69,152.14,988.9,248.61,14.68
006603.txt,Car,39.86,194.01,179.61,245.13,24.92
006604.txt,Truck,586.49,158.04,621.9,196.4,60.37
006604.txt,Cyclist,930.48,126.58,1088.71,315.63,8.12
006604.txt,Car,0.0,193.49,143.47,251.97,22.78
006604.txt,Car,434.37,182.99,467.83,200.89,64.14
006605.txt,Pedestrian,109.5,173.27,250.08,374.0,4.92
006605.txt,Pedestrian,46.16,154.92,182.01,374.0,5.13
006605.txt,Pedestrian,782.34,161.27,828.54,307.18,9.04
006605.txt,Cyclist,431.13,169.09,477.12,248.73,15.89
006605.txt,Cyclist,491.35,166.75,514.07,228.66,21.95
006605.txt,Pedestrian,548.21,176.83,562.67,216.25,28.63
006605.txt,Pedestrian,534.28,174.04,549.91,215.68,28.39
006606.txt,Car,531.05,174.77,566.34,196.72,48.9
006607.txt,Car,460.12,187.4,519.59,241.59,21.89
006608.txt,Pedestrian,1228.65,108.87,1241.0,374.0,2.47
006608.txt,Cyclist,286.48,161.18,359.49,272.57,12.71
006608.txt,Cyclist,327.85,164.43,387.78,252.32,15.54
006608.txt,Van,472.72,148.4,566.18,218.63,28.08
006608.txt,Person_sitting,0.0,191.32,50.53,270.06,12.68
006608.txt,Person_sitting,23.23,190.0,104.88,262.92,13.54
006608.txt,Pedestrian,38.98,169.81,75.92,267.84,12.68
006608.txt,Pedestrian,1020.8,220.0,1136.39,374.0,5.12
006608.txt,Pedestrian,1077.9,220.7,1198.51,374.0,5.16
006608.txt,Person_sitting,219.32,184.89,265.47,238.85,18.74
006608.txt,Cyclist,615.58,170.58,657.67,219.18,27.87
006608.txt,Pedestrian,931.82,165.28,954.93,227.2,19.81
006608.txt,Person_sitting,802.83,175.99,843.19,216.49,24.27
006608.txt,Person_sitting,794.42,177.99,835.97,214.15,25.72
006608.txt,Car,399.39,176.01,477.04,202.67,40.5
006609.txt,Car,745.62,173.16,788.72,210.32,32.34
006610.txt,Car,0.0,171.72,149.3,236.4,22.09
006610.txt,Car,137.37,182.86,237.72,225.93,27.43
006610.txt,Misc,262.1,167.43,325.82,213.93,33.66
006611.txt,Car,900.55,195.26,1241.0,374.0,2.98
006611.txt,Car,0.0,183.86,358.42,374.0,8.29
006611.txt,Car,400.74,181.73,484.02,240.41,22.13
006611.txt,Cyclist,540.62,174.11,555.81,208.38,40.12
006611.txt,Cyclist,554.85,174.66,568.19,206.68,40.65
006611.txt,Car,480.16,181.51,525.44,211.49,38.27
006611.txt,Car,631.5,175.93,654.97,195.24,59.13
006611.txt,Car,669.05,172.88,755.74,242.13,18.75
006612.txt,Van,965.05,0.0,970.95,374.0,0.72
006612.txt,Car,756.01,151.79,1063.41,373.6,8.0
006612.txt,Car,702.84,181.17,843.8,279.37,13.37
006612.txt,Car,641.43,185.67,718.01,238.44,22.1
006612.txt,Misc,80.36,207.27,144.47,273.1,15.91
006612.txt,Cyclist,466.9,182.36,486.31,228.88,28.31
006612.txt,Car,403.48,194.48,462.38,239.83,24.65
006612.txt,Car,602.02,178.01,663.88,223.48,29.04
006612.txt,Car,562.38,187.94,603.47,216.34,41.05
006612.txt,Cyclist,490.09,184.95,507.05,227.24,30.2
006613.txt,Pedestrian,1030.16,151.18,1131.32,343.1,6.48
006613.txt,Pedestrian,406.9,159.98,431.63,241.15,17.02
006613.txt,Pedestrian,348.44,164.01,390.47,291.52,10.44
006613.txt,Pedestrian,661.82,171.25,684.69,219.41,23.24
006613.txt,Pedestrian,518.86,169.57,539.63,229.92,20.16
006613.txt,Pedestrian,578.2,167.46,593.12,215.56,26.15
006613.txt,Pedestrian,629.15,165.83,644.57,211.84,28.2
006613.txt,Van,719.85,71.63,957.65,301.73,11.0
006614.txt,Car,571.19,174.06,592.78,194.84,59.89
006614.txt,Truck,601.75,160.42,632.34,189.82,76.86
006614.txt,Car,402.6,182.26,430.87,199.19,64.07
006614.txt,Van,0.0,177.86,138.94,242.49,26.43
006615.txt,Car,590.97,178.37,609.9,194.18,71.63
006616.txt,Car,562.4,175.74,614.09,225.77,25.07
006616.txt,Car,527.43,178.47,547.89,196.12,70.21
006616.txt,Car,856.79,168.99,903.72,190.02,49.31
006616.txt,Van,887.09,157.48,952.88,189.06,43.52
006616.txt,Van,974.65,147.59,1093.38,196.42,32.11
006616.txt,Truck,1132.78,118.89,1241.0,201.98,21.35
006617.txt,Car,526.65,162.16,567.82,200.96,29.51
006617.txt,Pedestrian,1004.14,153.6,1034.09,222.4,19.77
006617.txt,Pedestrian,1002.59,155.65,1035.75,222.58,20.14
006617.txt,Van,1212.39,158.53,1223.0,221.01,20.6
006617.txt,Car,547.1,166.77,579.72,193.84,37.97
006617.txt,Car,581.35,167.14,609.55,183.07,69.62
006618.txt,Car,863.4,191.83,1241.0,374.0,3.38
006618.txt,Car,319.39,176.08,428.54,223.66,25.71
006618.txt,Car,691.86,166.73,739.73,201.91,39.21
